Activityid,ProjectName,ActivityExternalReference,ProjectExternalReference,ActivityName,OwnerCaregiverId,CommunityName,StrategicInitiativeName,ItemType,assignment_group_name,description
40827,Cybersecurity - Data & Application Protection (14 epics),EPIC0040827,,C110 -  Create Cloud Tag Standard and corresponding Azure Policy initiative,354,Data and Application Protection,Community Effort,Community Epics,Cybersecurity - Data & Application Protection,"Create written document to define standard cloud tags
Create Cloud Tag Standard initiative in Azure policy
Add custom policies to enforce tags on subscriptions and resource groups, with input validation where applicable
Add custom policies to perform inheritance from subscriptions to resource groups and resource groups to resources"
40829,Cybersecurity - Data & Application Protection (14 epics),EPIC0040829,,C110 -  Create Cloud Naming Standard and corresponding Azure Policy initiative,354,Data and Application Protection,Community Effort,Community Epics,Cybersecurity - Data & Application Protection,"Create written document to define standard naming convention for cloud assets
Create Cloud Naming Standard initiative in Azure policy
Add custom policies to audit/enforce naming conventions for various resource types"
40831,Cybersecurity - Data & Application Protection (8 epics),EPIC0040831,,C610 -  Defender for Cloud tuning for Azure ,354,Data and Application Protection,Community Effort,Community Epics,Cybersecurity - Data & Application Protection,"Disable policies or create exemptions for Defender recommendations that are not applicable
Identify opportunities to add policies to the Cloud Protection Standard in order to automate security configurations at scale"
40864,Cybersecurity - Data & Application Protection (14 epics),EPIC0040864,,G810 - CyberDNA Documentation Structure and Process Maturity,35,Data and Application Protection,Community Effort,Community Epics,Cybersecurity - Data & Application Protection,Consolidate Documentation for CyberDNA Team to improve Maturity
40890,Cybersecurity - Data & Application Protection (14 epics),EPIC0040890,,C610 - Tune Cloud Protection Standard (Azure) and corresponding Azure Policy Initiative,354,Data and Application Protection,Community Effort,Community Epics,Cybersecurity - Data & Application Protection,"Tune Cloud Protection Standard (Azure) and corresponding Azure Policy Initiative - 89 Points
Use outputs of ""Defender for Cloud tuning for Azure"" story to guide policies needed for at-scale security management of Azure"
40891,Cybersecurity - Data & Application Protection (14 epics),EPIC0040891,,C620 - Tune Cloud Protection Standard (GCP & AWS) and corresponding GCP & AWS Recommendations and Organization Policies,98,Data and Application Protection,Community Effort,Community Epics,Cybersecurity - Data & Application Protection,"Tune Cloud Protection Standard (GCP & AWS) and corresponding GCP & AWS Recommendations and Organization Policies - 89 Points
Use outputs of ""Defender for Cloud tuning to guide policies needed for at-scale security management."
40896,Cybersecurity - Data & Application Protection (14 epics),EPIC0040896,,C520 - Enable Defender for DevOps,354,Data and Application Protection,Community Effort,Community Epics,Cybersecurity - Data & Application Protection,"Enable Defender for DevOps - 34 Points
Complete configuration on Defender for Cloud side
Complete configuration on Azure DevOps side"
40898,Cybersecurity - Data & Application Protection (8 epics),EPIC0040898,,C620 - Security Stack Deployment - GCP,98,Data and Application Protection,Community Effort,Community Epics,Cybersecurity - Data & Application Protection,"Security Stack Deployment - GCP
Windows: Tenable, Crowdstrike, Symantec/Defender, Tanium
Linux: Tenable, Crowsdstrike, Symatec/Defender, Ansible?"
40931,Cybersecurity - Identity Engineering (65 epics),EPIC0040931,,IE - ILM - A3 Caregiver ID verification,64,Identity,Community Effort,Community Epics,Cybersecurity - Identity Engineering,IE - ILM - A3 Caregiver ID verification
40932,Cybersecurity - Identity Engineering (65 epics),EPIC0040932,,IE - PAM - Yubikey Pilot,96,Identity,Community Effort,Community Epics,Cybersecurity - Identity Engineering,"IE - PAM - Yubikey Pilot
Testing field services passwordless login solution"
40966,Cybersecurity - Data & Application Protection (14 epics),EPIC0040966,,A600 - WAF Migration Using Cloudflare (Opticca and CCF),100,Data and Application Protection,Community Effort,Community Epics,Cybersecurity - Data & Application Protection, WAF Migration Using Cloudflare (Opticca and CCF)
40985,Cybersecurity - Identity Engineering (65 epics),EPIC0040985,,IE - AM - Surgicount SSO,94,Identity,Community Effort,Community Epics,Cybersecurity - Identity Engineering,"IE - AM - Surgicount SSO
Surgicount is not compatible with ping. It needs to be onboarded to Azure after the migration project is completed.

"
41059,Cybersecurity - Risk (3 epics),EPIC0041059,,Cyber TPRM - Vendor Risk Management Enhancements,47,Assurance,Community Effort,Community Epics,Cybersecurity - Risk,TPRM - Vendor Risk Management Enhancements
41060,Cybersecurity - Risk (3 epics),EPIC0041060,,Cyber GRC Program Enhancements,47,Assurance,Community Effort,Community Epics,Cybersecurity - Risk,"Cyber GRC - Risk Management and Compliance Program enhancements including:
Exception Management
Issue/Problem Management
Cyber Risk Registry
Controls Catalog"
41061,Cybersecurity - Business Resilience (5 epics),EPIC0041061,,Enterprise Disaster Recovery Activities,45,Assurance,Community Effort,Community Epics,Cybersecurity - Business Resilience,"DR Planning
DR Testing
DR Reporting
DR Enhancements"
41062,Cybersecurity - Business Resilience (5 epics),EPIC0041062,,Business Resilience Activities,45,Assurance,Community Effort,Community Epics,Cybersecurity - Business Resilience,"BR Planning
BR Exercises
BR Reporting
BR Enhancements"
41063,Cybersecurity - Business Resilience (5 epics),EPIC0041063,,Third Party Business Resilience Activities,45,Assurance,Community Effort,Community Epics,Cybersecurity - Business Resilience,"TPBR Planning
TPBR Reporting"
41064,Cybersecurity - Business Resilience (5 epics),EPIC0041064,,Business Resilience Governance Activities,45,Assurance,Community Effort,Community Epics,Cybersecurity - Business Resilience,"Policy and Procedures
Audit Response
Tools and Automation Enhancements"
41177,Cybersecurity - Network Protection (8 epics),EPIC0041177,,Mercy Edge FW replacement,120,Technology Protection,Community Effort,Community Epics,Cybersecurity - Network Protection,Replacement of the Palo Alto Edge firewalls at Mercy.
41234,Cybersecurity - Identity Engineering (65 epics),EPIC0041234,,IE - ILM - Non person auth source updates Q3 2023,90,Identity,Community Effort,Community Epics,Cybersecurity - Identity Engineering,IE - ILM - Non person auth source updates Q3 2023
41382,Cybersecurity - Data & Application Protection (8 epics),EPIC0041382,,D375 - DAM - Imperva Phase 2 Continuing Projects,102,Data and Application Protection,Community Effort,Community Epics,Cybersecurity - Data & Application Protection," DAM - Imperva Phase 2 Continuing Projects
Activities following Imperva Initial Roll Out (post 6/30/2023)  "
41589,Cybersecurity - Data & Application Protection (8 epics),EPIC0041589,,C105Epic - Cloud Reference Architecture (PRB0041529),98,Data and Application Protection,Community Effort,Community Epics,Cybersecurity - Data & Application Protection,"Problem Statement:
PRB0041529 ""[Cloud] NIST: A Cloud Security Reference Architecture to serve as design guidance has not been formalized.""

Description:
While CCF leverages various cloud security capabilities and policies to align with NIST 800-53 controls, a Cloud Security Reference Architecture to serve as design guidance has not been formalized.
(Observation #17 Cloud Security  PR.AC-5)

Evidence Required
Develop and publish a cloud reference architecture that provides guidance within CCF on how to implement applications on the cloud by outlining details such as, but not limited to:
     a. Approved avenues for cloud network access from the internet or on-premises locations/data centers (e.g., APIs, Direct Access, VPN etc)
     b. Defined network perimeter/boundary protections to leverage (such as, enterprise security groups, network access control lists, IDS/IPS)
     c. Availability zone requirements and load balancing
     d. Multi-regional resiliency requirements
"
41778,Cybersecurity - Data & Application Protection (14 epics),EPIC0041778,,A000 - Strategic Roadmap 2023 - Application Protection,35,Data and Application Protection,Community Effort,Community Epics,Cybersecurity - Data & Application Protection,"Strategic Roadmap 2023 - Application Protection
Temporary Epic for Application related User Stories"
41852,Cybersecurity - Endpoint Protection (3 epics),EPIC0041852,,Zscaler ZCC Agent Deployment (Cyber Hygiene),129,Technology Protection,Community Effort,Community Epics,Cybersecurity - Endpoint Protection,"Assess network and compliance needs.
Procure licenses and support.
Integrate ZCC into the network.
Install ZCC clients on all endpoints.
Configure security policies and traffic routing.
Implement access controls and monitoring.
Test, optimize, and document.
Provide staff training and ongoing maintenance."
42081,Cybersecurity - Identity Engineering (40 epics),EPIC0042081,,IDP - Integrate ServiceNow with AppviewX (Certificate Lifecycle Tool),87,Identity,Community Effort,Community Epics,Cybersecurity - Identity Engineering,"Hi,
We will like to integrate appviewx with service now. We use appviewx to manage cleveland clinic certificates.  approx 800 apps
This module will allow us use servicenow as a front end for appviewx using the API. It will allow tickets to be auto generated for devices that have certificate expiration and assign ticket to device team.
1. ITD Ask: Integrate ServiceNow with Appviewx for SSL certificate request, renewal and ticket creation for expiration 
2. Priority Score: 30.42
3. Sizing Score: TBD
4. Exception Criteria (if applicable): 
a. Threshold: Patient Safety/Revenue/Regulatory/Executive Request - Executive Request
b. Complete the Justification Statement – Include a summary by the category associated with the exception request
Patient Safety – has it been approved by the Patient Safety and Quality Leadership sub-committee? (required)Revenue – list the specific revenue impact amountRegulatory – list the impact and any associated dates action neededExecutive Request – list the reason and the executive making the request - Matt Kull the CIO has requested we immediately look into ways to reduce application outages due to SSL certificate expiration. With servicenow integration, we will be able to generate ticket for each cert expiration and directly send the team responsible a ticket. We will also be able to escalate and mark certificates expiring in X day as priority 2 if required."
42113,Cybersecurity - Advisory COE (59 epics),EPIC0042113,,Cybersecurity - Education Institute Cyber Concerns,348,Advisory,Community Effort,Community Epics,Cybersecurity - Advisory COE,Review and address concerns raised by the Education Institute related to Cybersecurity.
42259,Cybersecurity - Advisory COE (19 epics),EPIC0042259,,Patient Data Tokenization,6,Advisory,Community Effort,Community Epics,Cybersecurity - Advisory COE,"Problem Statement: 
International patients are hesitant to use CCF services because of potential access to PHI/PII from US Government due to U.S. Patriot act 

Expected Outcomes:
Specified data fields within the existing CCF instance of Epic can be tokenized/obfuscated to support international and state level privacy needs and requirements
Data tokenization/obfuscation is transparent to the end-users

Focused Communities
Advisory, Assurance, Technology Protection"
42260,Cybersecurity - Advisory COE (19 epics),EPIC0042260,,Zero Trust Architecture for M&A,6,Advisory,Community Effort,Community Epics,Cybersecurity - Advisory COE,"Problem Statement: 
Current M&A and affiliate access to CCF systems (e.g. Epic, Syngo) risk the spread of malware infection and data exfiltration due to network integration requirements.

Expected Outcomes:
Standard, secure, and, cost efficient access to CCF Systems & data
Rapid onboarding/off-boarding of affiliates / Physician Groups
Support federated identities and BIBO

Focused Communities
Advisory, Identity, Technology Protection"
42286,Cybersecurity - Identity Engineering (65 epics),EPIC0042286,,IE - ILM - Caregiver Identity Hub Enhancements Q3 2023,90,Identity,Community Effort,Community Epics,Cybersecurity - Identity Engineering,IE - ILM - Caregiver Identity Hub Enhancements Q4 2023
42288,Cybersecurity - Identity Engineering (40 epics),EPIC0042288,,IE - ILM - Caregiver Identity Hub Enhancements Q1 2024,90,Identity,Community Effort,Community Epics,Cybersecurity - Identity Engineering,IE - ILM - Caregiver Identity Hub Enhancements Q4 2023
